DZK: Direxion Daily Developed Markets Bull 3X Shares
Inception Date: 2008-12-17
Fund Holdings as of: 2020-09-29
Total Assets Under Management (in thousands):	10791
Shares Outstanding: 250000
Expense Ratio: 1.19%
Tracks This Index: MSCI EAFE Index (300%)
ETFdb.com Category: Leveraged Equities
Issuer: Direxion
Structure: ETF
ETF Home Page: https://etfdb.com/etf/DZK


Holding,Symbol,Weighting
iShares MSCI EAFE ETF,EFA,100.2286%
Cash Component,CASH,-0.2286%
