VXZ: iPath Series B S&P 500® VIX Mid-Term Futures ETN
Inception Date: 2018-01-17
Fund Holdings as of: 2020-09-25
Total Assets Under Management (in thousands):	38404
Shares Outstanding: 1216000
Expense Ratio: 0.89%
Tracks This Index: S&P 500 VIX Mid-Term Futures Index Total Return
ETFdb.com Category: Volatility
Issuer: Barclays Capital
Structure: ETN
ETF Home Page: https://etfdb.com/etf/VXZ


Holding,Symbol,Weighting
CBOE Volatility Index (VIX) Futures,UX,100.0%
