PPLT: Aberdeen Standard Platinum Shares ETF
Inception Date: 2010-01-06
Fund Holdings as of: 2020-09-29
Total Assets Under Management (in thousands):	1391770
Shares Outstanding: 13300000
Expense Ratio: 0.6%
Tracks This Index: Platinum Bullion
ETFdb.com Category: Precious Metals
Issuer: Aberdeen Standard Investments
Structure: Grantor Trust
ETF Home Page: https://etfdb.com/etf/PPLT


Holding,Symbol,Weighting
Platinum,PLAT,100.0%
