DBE: Invesco DB Energy Fund
Inception Date: 2007-01-05
Fund Holdings as of: 2021-01-04
Total Assets Under Management (in thousands):	58638
Shares Outstanding: 5400000
Expense Ratio: 0.75%
Tracks This Index: DBIQ Optimum Yield Energy Index Excess Return
ETFdb.com Category: Oil & Gas
Issuer: Invesco
Structure: Commodity Pool
ETF Home Page: https://etfdb.com/etf/DBE


Holding,Symbol,Weighting
MUTUAL FUND (OTHER),Other,48.49%
Invesco Treasury Collateral ETf,CLTL,17.14%
United States Treasury Bills 0.0% 11-MAR-2021,Other,13.63%
United States Treasury Bills 0.0% 10-JUN-2021,Other,8.52%
United States Treasury Bills 0.0% 07-OCT-2021,Other,8.52%
United States Treasury Bills 0.0% 09-SEP-2021,Other,3.41%
U.S. Dollar,Other,0.3%
