INDF: Nifty India Financials ETF
Inception Date: 2020-10-20
Fund Holdings as of: 2020-12-14
Total Assets Under Management (in thousands):	2331
Shares Outstanding: 75000
Expense Ratio: 0.75%
Tracks This Index: Nifty Financial Services 25/50 Index
ETFdb.com Category: Financials Equities
Issuer: Exchange Traded Concepts
Structure: ETF
ETF Home Page: https://etfdb.com/etf/INDF


Holding,Symbol,Weighting
HDFC Bank Limited,500180,18.26%
Housing Development Finance Corporation Limited,500010,15.49%
ICICI Bank Limited,532174,13.39%
Bajaj Finserv Limited,532978,5.36%
Kotak Mahindra Bank Limited,500247,5.27%
State Bank of India,500112,4.98%
Bajaj Finance Limited,500034,4.9%
Axis Bank Limited,532215,4.87%
HDFC Life Insurance Co. Ltd.,540777,4.0%
ICICI Lombard General Insurance Co. Ltd.,540716,3.98%
SBI Life Insurance Co. Ltd.,540719,3.53%
Shriram Transport Finance Co. Ltd.,511218,2.72%
ICICI Prudential Life Insurance Co. Ltd.,540133,2.69%
Piramal Enterprises Ltd.,500302,2.25%
Bajaj Holdings & Investment Limited.,500490,2.13%
HDFC Asset Management Co. Ltd.,541729,2.1%
Cholamandalam Investment and Finance Co. Ltd.,511243,2.02%
Power Finance Corporation Limited,532810,1.9%
REC Limited,532955,1.76%
Mahindra & Mahindra Financial Services Ltd.,532720,1.43%
U.S. Dollar,Other,-3.03%
