USL: United States 12 Month Oil Fund
Inception Date: 2007-12-06
Fund Holdings as of: 2020-09-25
Total Assets Under Management (in thousands):	193743
Shares Outstanding: 11400000
Expense Ratio: 0.82%
"Tracks This Index: Light, sweet crude oil delivered to Cushing, Oklahoma"
ETFdb.com Category: Oil & Gas
Issuer: USCF
Structure: Commodity Pool
ETF Home Page: https://etfdb.com/etf/USL


Holding,Symbol,Weighting
Sweet Light Crude Oil (WTI),CL,100.0%
