EDC: Direxion Daily Emerging Markets Bull 3X Shares
Inception Date: 2008-12-17
Fund Holdings as of: 2021-01-04
Total Assets Under Management (in thousands):	217860
Shares Outstanding: 2331000
Expense Ratio: 1.47%
Tracks This Index: MSCI Emerging Markets Index (300%)
ETFdb.com Category: Leveraged Equities
Issuer: Direxion
Structure: ETF
ETF Home Page: https://etfdb.com/etf/EDC


Holding,Symbol,Weighting
iShares MSCI Emerging Markets ETF,EEM,59.57%
Goldman Sachs Trust Financial Square Treasury Instruments Fund Institutional,FTIXX,42.03%
Dreyfus Government Cash Management Funds Institutional,DGCXX,6.74%
Dreyfus Cash Management Institutional,DICXX,0.54%
U.S. Dollar,Other,-8.87%
